model,scenario,experiment_part,year,tas_anomaly_K
ipsl-cm6a-lr,ssp245,historical,1850,-0.30598382136560076
ipsl-cm6a-lr,ssp245,historical,1851,0.19378528398419803
ipsl-cm6a-lr,ssp245,historical,1852,0.06221013191594693
ipsl-cm6a-lr,ssp245,historical,1853,0.05213408573092693
ipsl-cm6a-lr,ssp245,historical,1854,0.162502569161461
ipsl-cm6a-lr,ssp245,historical,1855,-0.003201254651060026
ipsl-cm6a-lr,ssp245,historical,1856,0.21312834103946443
ipsl-cm6a-lr,ssp245,historical,1857,0.17617721581251544
ipsl-cm6a-lr,ssp245,historical,1858,0.21947204350908578
ipsl-cm6a-lr,ssp245,historical,1859,0.12857540463738815
ipsl-cm6a-lr,ssp245,historical,1860,-0.19164739411195342
ipsl-cm6a-lr,ssp245,historical,1861,-0.11673146155084169
ipsl-cm6a-lr,ssp245,historical,1862,-0.1337274566926112
ipsl-cm6a-lr,ssp245,historical,1863,-0.24977474022978186
ipsl-cm6a-lr,ssp245,historical,1864,-0.400258315180281
ipsl-cm6a-lr,ssp245,historical,1865,-0.0334069539084112
ipsl-cm6a-lr,ssp245,historical,1866,-0.04670232158497356
ipsl-cm6a-lr,ssp245,historical,1867,-0.008089424077411422
ipsl-cm6a-lr,ssp245,historical,1868,0.19187044497573424
ipsl-cm6a-lr,ssp245,historical,1869,0.2539903896500846
ipsl-cm6a-lr,ssp245,historical,1870,0.20068543398349448
ipsl-cm6a-lr,ssp245,historical,1871,0.20516438973407958
ipsl-cm6a-lr,ssp245,historical,1872,0.47051931145136905
ipsl-cm6a-lr,ssp245,historical,1873,-0.10487230033720607
ipsl-cm6a-lr,ssp245,historical,1874,-0.04592163566752561
ipsl-cm6a-lr,ssp245,historical,1875,0.4107592675248952
ipsl-cm6a-lr,ssp245,historical,1876,0.5889259589935136
ipsl-cm6a-lr,ssp245,historical,1877,0.24471422238156038
ipsl-cm6a-lr,ssp245,historical,1878,-0.034808462097316806
ipsl-cm6a-lr,ssp245,historical,1879,0.01635660470356015
ipsl-cm6a-lr,ssp245,historical,1880,-0.05950611347185486
ipsl-cm6a-lr,ssp245,historical,1881,0.026839067733249067
ipsl-cm6a-lr,ssp245,historical,1882,-0.04497548991605527
ipsl-cm6a-lr,ssp245,historical,1883,-0.23221628109820358
ipsl-cm6a-lr,ssp245,historical,1884,-0.16812033278085892
ipsl-cm6a-lr,ssp245,historical,1885,-0.3528358321303813
ipsl-cm6a-lr,ssp245,historical,1886,-0.2216052870387557
ipsl-cm6a-lr,ssp245,historical,1887,-0.23657493704786248
ipsl-cm6a-lr,ssp245,historical,1888,-0.5232030597784956
ipsl-cm6a-lr,ssp245,historical,1889,-0.4198079508490764
ipsl-cm6a-lr,ssp245,historical,1890,-0.30720137019926597
ipsl-cm6a-lr,ssp245,historical,1891,-0.5201365730955558
ipsl-cm6a-lr,ssp245,historical,1892,0.22074663605309297
ipsl-cm6a-lr,ssp245,historical,1893,-0.01734157479688747
ipsl-cm6a-lr,ssp245,historical,1894,0.20037892171745852
ipsl-cm6a-lr,ssp245,historical,1895,0.2736051097372183
ipsl-cm6a-lr,ssp245,historical,1896,-0.028338737566230066
ipsl-cm6a-lr,ssp245,historical,1897,0.24714098381161875
ipsl-cm6a-lr,ssp245,historical,1898,-0.012388608726098482
ipsl-cm6a-lr,ssp245,historical,1899,-0.045830517977378804
ipsl-cm6a-lr,ssp245,historical,1900,0.10552638968715655
ipsl-cm6a-lr,ssp245,historical,1901,-0.08926327329498918
ipsl-cm6a-lr,ssp245,historical,1902,-0.004584266797451164
ipsl-cm6a-lr,ssp245,historical,1903,-0.7038546267694983
ipsl-cm6a-lr,ssp245,historical,1904,-0.3621135698406306
ipsl-cm6a-lr,ssp245,historical,1905,-0.1532334136153395
ipsl-cm6a-lr,ssp245,historical,1906,-0.06311305609636975
ipsl-cm6a-lr,ssp245,historical,1907,-0.268933415679669
ipsl-cm6a-lr,ssp245,historical,1908,0.03038436129963884
ipsl-cm6a-lr,ssp245,historical,1909,-0.15443341482796313
ipsl-cm6a-lr,ssp245,historical,1910,0.04857984817920169
ipsl-cm6a-lr,ssp245,historical,1911,0.20774225644174749
ipsl-cm6a-lr,ssp245,historical,1912,-0.2395778546267593
ipsl-cm6a-lr,ssp245,historical,1913,-0.5486447419711453
ipsl-cm6a-lr,ssp245,historical,1914,-0.5315303080146805
ipsl-cm6a-lr,ssp245,historical,1915,-0.3743930988267721
ipsl-cm6a-lr,ssp245,historical,1916,-0.3832316878230131
ipsl-cm6a-lr,ssp245,historical,1917,-0.32063134840558405
ipsl-cm6a-lr,ssp245,historical,1918,-0.10276132165466834
ipsl-cm6a-lr,ssp245,historical,1919,-0.3225410149425443
ipsl-cm6a-lr,ssp245,historical,1920,0.05469743265359739
ipsl-cm6a-lr,ssp245,historical,1921,0.08120732282168319
ipsl-cm6a-lr,ssp245,historical,1922,-0.4810544663699261
ipsl-cm6a-lr,ssp245,historical,1923,-0.5303343372266909
ipsl-cm6a-lr,ssp245,historical,1924,0.03600718137465719
ipsl-cm6a-lr,ssp245,historical,1925,-0.047265632035305316
ipsl-cm6a-lr,ssp245,historical,1926,0.04600728267899967
ipsl-cm6a-lr,ssp245,historical,1927,0.23371407724829396
ipsl-cm6a-lr,ssp245,historical,1928,-0.17187823095326848
ipsl-cm6a-lr,ssp245,historical,1929,-0.3529579445125819
ipsl-cm6a-lr,ssp245,historical,1930,-0.06711355422999077
ipsl-cm6a-lr,ssp245,historical,1931,0.0713974896859213
ipsl-cm6a-lr,ssp245,historical,1932,-0.0005596673580612332
ipsl-cm6a-lr,ssp245,historical,1933,-0.026537126795062704
ipsl-cm6a-lr,ssp245,historical,1934,0.07690831975719448
ipsl-cm6a-lr,ssp245,historical,1935,-0.08890470636026748
ipsl-cm6a-lr,ssp245,historical,1936,0.08228878419657804
ipsl-cm6a-lr,ssp245,historical,1937,0.0538965214992686
ipsl-cm6a-lr,ssp245,historical,1938,-0.05386462365703437
ipsl-cm6a-lr,ssp245,historical,1939,-0.09799221678599679
ipsl-cm6a-lr,ssp245,historical,1940,-0.2168759208519191
ipsl-cm6a-lr,ssp245,historical,1941,-0.24603688870138285
ipsl-cm6a-lr,ssp245,historical,1942,0.24584787385089157
ipsl-cm6a-lr,ssp245,historical,1943,0.5688313948330119
ipsl-cm6a-lr,ssp245,historical,1944,0.5767814396706399
ipsl-cm6a-lr,ssp245,historical,1945,0.17235562353357636
ipsl-cm6a-lr,ssp245,historical,1946,0.13822046369489271
ipsl-cm6a-lr,ssp245,historical,1947,0.12763555855110553
ipsl-cm6a-lr,ssp245,historical,1948,0.2549431734339578
ipsl-cm6a-lr,ssp245,historical,1949,0.3837344825232094
ipsl-cm6a-lr,ssp245,historical,1950,0.2982421755901896
